"CODE","INTITULE","Nom","TELEPHONE1","EMAIL","ADLIVR_LIGNE1","ADLIVR_LIGNE2","ADLIVR_VILLE","ADLIVR_CODE_POSTAL","CONTRAT_DU","CONTRAT_AU","CODE_VENDEUR"
"300974","","SARL SHIVA- NEW SOORIYA FASHION","0680548168","shiva2015@hotmail.fr","297 avenue de la cote d'Argent","","BISCARROSSE","40600","","","5"
"100107","NON CLIENT","SARL SIGMA - O'SUSHI PESSAC","","","198 Avenue du Haut Leveque","","PESSAC","33600","","","1"
"200190","","SARL SILASOL CAFE ""LE PTIT ST PIERRE""","","ptitstpierre@yahoo.fr","","","","","","","7"
"200009","","SARL SIMPLY AUSTRALIAN Le Plaisance","05 59 31 98 25","","","","","","","","7"
"100063","","SARL SITHODI","","","160 Cours Victor Hugo","","BORDEAUX","33000","","","1"
"300253","","SARL SLK - BAR DU BOUCHER","","j.schoettel@orange.fr","5 RUE DE PARLEMENT SAINTE CATHERINE","","BORDEAUX","33000","","","1"
"300258","","SARL SLM COMPANY - FUNKY BURGER","05 56 81 55 50","slmcompany33@gmail.com","5 RUE DU LOUP","","BORDEAUX","33000","","","2"
"300919","CLIENT","SARL SM - Dolce Cubana","05 53 20 86 55","steve.15@hotmail.fr","","","","","03/09/2018","02/09/2022","5"
"300178","","SARL SMBG ' LE 9 .... OPLAT","06.81.61.09.58","guedonsebastien2@gmail.com","9 rue camille godard","","BORDEAUX","33000","","","2"
"100207","","SARL SMJS ""L'EQUINOXE""-","","juliens40@hotmail.fr","","","","","","","7"
"300713","CLIENT","SARL SMOOTIE - Pub Le Mail","05 58 48 00 13","collinemoran@gmail.com","22 Promenade du Mail","","VIEUX BOUCAU","40480","04/04/2018","03/04/2021","7"
"200144","","SARL SNDB ''LE BISTRO QUAI''","05 59 56 91 36","thsn64@hotmail.fr","27 quai Amiral Jaureguiberry","","BAYONNE","64100","","","7"
"301119","CLIENT","SARL SO WINES","05 56 02 52 09","montigny.sof@gmail.com","43 Rue Borie","","BORDEAUX","33000","11/09/2018","31/08/2021","1"
"300781","CLIENT","SARL SOCIOS1","","joao.lopes.bordeaux@gmail.com","Place MENARD","","BORDEAUX","33800","","03/01/2019","1"
"200305","","SARL SOMIFRA - Au buffet","0559630750","michelbab@hotmail.com","le Forum","","BAYONNE","64100","22/02/2017","21/02/2021","4"
"200049","","SARL SPMAR ''LE PASSY''","","passy.m@orange.fr","","","","","","","7"
"100116","NON CLIENT","SARL STELOSCA - Le Family","05 56 98 13 06",""," 12 Rue du Grand Maurian","","BORDEAUX","33000","","","1"
"301061","CLIENT","SARL STICKY ""Sticky Fingers""","","meuniereric.auto@gmail.com","100 Rue Lagrua","","LA TESTE DE BUCH","33260","20/07/2018","19/07/2021","12"
"200183","","SARL SURGA - ""L'ESTANQUET""","09 86 15 58 04","restaurant-lestanquet@hotmail.com","","","","","","01/02/2017","2"
"200244","","SARL SUSHI CUBE","05 59 25 41 11","vincent.douleau@hotmail.fr","ZONE IRATY Boutique 4 - Centre Leclerc","1 Rue des hirondelles","BIARRITZ","64200","07/04/2017","06/04/2020","4"
"300472","","SARL SUSHI'S GOOD - ARES","","","47 Bis Avenue de la Libération","","ARES","33740","12/01/2017","11/01/2021","1"
"300660","","SARL SUSHI'S GOOD LA BREDE","","","80 Avenue du Général De Gaulle","","LA BREDE","33650","","","1"
"300911","CLIENT","SARL SUSHI'S GOOD TOULENNE","","b_niquet@yahoo.fr","3 PL DE L'HORLOGE","","TOULENNE","33210","23/02/2018","","1"
"200186","","SARL SYN","","francoise.malossi@wanadoo.fr","","","","","","","7"
"300654","","SARL T'ES PAS BRED'OUILLE","05 56 91 52 30","tespasbredouille@orange.fr","80 Avenue du Général de Gaulle","","LA BREDE","33650","02/05/2018","01/05/2019","1"
"300231","","SARL TACOTAC","06.72.70.70.27","tacotac.talence@gmail.com","558 cours de la libération","","TALENCE","33470","","","2"
"100102","ANCIEN CLIENT","SARL TAIKEN","","efficience@groupesofraco.com","8 PLACE FERNAND LAFARGUE","","BORDEAUX","33000","","","1"
"100205","CLIENT","SARL TAM - BISTRO REGENT du Jard","","merignac2@bistroregent.fr","44 Rue du Jard","","MERIGNAC","33700","20/12/2018","19/12/2022","1"
"300657","CLIENT","SARL TANDEM - Les Darons - Mélanie Cadet","","sancam67@yahoo.fr","12 Quai de la Monnaie","","BORDEAUX","33800","22/11/2017","21/11/2021","1"
"301036","CLIENT","SARL TAPASPORT - La Plancha","05 62 31 82 87","rodrigueznicolasolivier@yahoo.fr","9 Avenue des Forges","","TARBES","65000","31/07/2018","30/10/2023","5"
"300977","CLIENT","SARL TASCA BODEGA - Golf","05 56 03 02 68","noel.prolhac@wanadoo.fr"," Club house Domaine de l'Ardilouse","","LACANAU OCEAN","33680","26/04/2018","25/04/2021","4"
"200223","NON CLIENT","SARL TASTE AND GO","05 57 10 48 15","cedric.lafeuille@gmail.com","","","","","","","7"
"300213","CLIENT","SARL TASTE AND GO","05 57 10 48 15","contact@taste-and-go.fr","Bat 1 Parc d'activité Enora Park","198 Avenue du Haut leveque","PESSAC","33600","03/07/2017","02/07/2021","7"
"300552","CLIENT","SARL TBX - Timberland Meriadeck","","patrice.batcha@neuf.fr","Centre Commercial Meriadeck","","BORDEAUX","33000","","06/04/2018","7"
"200196","","SARL TBX -Timberland St Rémi","05 57 54 59 33","patrice.batcha@neuf.fr","68 Rue Saint Rémi","","Bordeaux","33000","15/05/2015","","7"
"300791","","SARL TERRE ET SENTEUR","05 57 68 55 20","","51 Avenue de Paris","","CAVIGNAC","33620","","","1"
"301046","NON CLIENT","SARL TERRES INCONNUS ( La Ligne Rouge)","06 24 64 84 26","contact@laligne-rouge.com","20-22 Quai Richelieu","","BORDEAUX","33000","","","6"
"200159","","SARL THE BREAKFAST CLUB","09 80 48 48 19","hello@thebreakfastclub.fr","","","","","","","7"
"300953","","SARL THE DUKE","","theduke33000@gmail.com","33 Quai Richelieu","","BORDEAUX","33000","","","1"
"300960","ANCIEN CLIENT","SARL THE DUKE/ La Terrasse du Duke","","theduke33000@gmail.com","34 Quai Richelieu","","BORDEAUX","33000","09/05/2018","","6"
"300413","CLIENT","SARL THES DES BRUMES","","jfcorbin74@yahoo.fr","3 RUE MONTBAZON","","BORDEAUX","33000","","06/07/2018","1"
"300565","CLIENT","SARL THIMASA - Dame Jeanne","05 59 42 99 08","","4 Rue Port de Castets","","BAYONNE","64100","31/05/2017","30/05/2020","7"
"301086","","SARL TI-PAYENKE","0768305026","christophedorval@yahoo.com","38 avenue de Paris","","LORMONT","33310","","","5"
"200072","CLIENT","SARL TIGAMA - L'Atelier","05 59 44 25 57","tigama@orange.fr","46 Rue d' Espagne","","BAYONNE","64100","29/03/2018","28/03/2022","7"
"300959","","SARL TILT BAR / LA TOSCANE","0556382375","","Centre Commercial Des 4 Pavillons","","LORMONT","33310","","","6"
"300361","","SARL TIMELO - Poggetti","05 57 12 03 09","administration@poggetti.fr","32 Rue Gaspard Philippe","","BORDEAUX","33800","15/09/2016","14/09/2019","1"
"300122","","SARL TOCTOQUE","06.13.82.38.90","yannetchrist@gmail.com","5 / 7 rue pierre paul de riquet","","CANEJEAN","33610","","","2"
"300984","CLIENT","SARL TONG - Camping de la Rive","","tong33@orange.fr","Lieu dit La Rive","","BISCARROSSE","40600","05/03/2018","04/03/2021",""
"300767","","SARL TONG - LES TERRASSES DES CHATEAUX","","pierreglepin@yahoo.fr","LE BOURG","","BEYNAC ET CAZENAC","24220","05/03/2018","04/03/2021","5"
"300276","ANCIEN CLIENT","SARL TOUT EN UN - Lounge Wine","05 57 34 09 69","corsica943@gmail.com","4 Place du Palais","","BORDEAUX","33000","","","1"
"100221","","SARL TRILLION ""BAMBINO PIZZ""","","","60 ROUTE DE BRANNE","","TRESSES","33370","","","1"
"300894","","SARL TXALUPA","05 59 25 66 51","jean.duhalde64@orange.fr","25 Rue Pelletier","","BAYONNE","64100","23/04/2018","22/04/2019","7"
"300539","","SARL TXAXU ""GO WARUNG""","","","2 Allée Pégase","","ANGLET","64600","","","7"
"300867","","SARL TYF - LE VERT GALANT","0609983256","fabienne.lys@hotmail.fr","quai des baise 11 rue de sederie","","Nerac","47600","","","5"
"300805","","SARL UGO - Brasserie Du Sud Ouest","05 56 92 03 06","brasseriedesudouest@gmail.com","275 Cours de la Somme","","BORDEAUX","33800","17/01/2017","16/01/2021","7"
"300433","","SARL ULKER MARKET","09 54 48 61 32","","","","","","","","1"
"100224","","SARL UNE HISTOIRE DE GOUT","05 56 47 46 47","une.histoire.de.gout@wanadoo.fr","136 Avenue de Saint Médard","","MERIGNAC","33700","","","1"
"100075","","SARL UPOP "" Les Sables Faim""","06 62 94 71 95","lessablesfaim40600@yahoo.fr","7 Rue de Garole","","BISCARROSSE","40600","","","1"
"100185","CLIENT","SARL VAL ET PHIL ""Boulangerie du Port""","05 58 47 98 08","valephil82@hotmail.com","","","","","28/02/2017","27/02/2021","7"
"300308","","SARL VANHOVRE - BISTRO REGENT GUJAN MEST","05 57 14 31 74","","Casino Gujan Mestras","2 Avenue des loisirs","GUJAN MESTRAS","33470","","","1"
"300603","","SARL VBL ""L'Eyra""","05 40 12 18 44","bianchivincent@hotmail.com","70 Avenue de la République","","MIOS","33380","06/09/2017","05/09/2021","7"
"300364","","SARL VERGNE CELINE ""PROXI""","","celine.roquebert@orange.fr","8 Rue Eugéne Lescourt","","BLASIMON","33540","15/07/2016","14/07/2019","7"
"300039","","SARL VICTOINE-RESTAURANT DU FRONTON","05 58 47 98 84","restaurantdufronton@yahoo.fr","281 Rue du Chateau","","PEYREHORADE","40300","","11/05/2017","5"
"100190","NON CLIENT","SARL VIDAL FOIES GRAS","0553286525","vidalfoiegras@free.fr","Le Pontet","","SARLAT LA CANEDA","24200","","","1"
"100047","CLIENT","SARL VINCTAN - Bistro Mimi","05 57 83 47 42","contact@bistromimi.fr","17 Rue Huguerie","","BORDEAUX","33000","19/01/2018","18/01/2021","1"
"300395","CLIENT","SARL VINIMARCHE - Cave à vin","05 57 26 85 85","bdupin@passionvins.com","10 Avenue Gustave Eiffel","","PESSAC","33600","15/09/2018","14/09/2019","7"
"100133","CLIENT","SARL VV33 - VAPOTE MOI - SIEGE FLOIRAC","05 56 91 76 15","vapotemoi@orange.fr","35 B Avenue Hubert Dubedout","","FLOIRAC","33270","15/01/2018","16/01/2019","1"
"300545","CLIENT","SARL VV33 - VAPOTE MOI BEGLES","","vapotemoi@orange.fr","Centre Commercial Rives d'Arcins","","BEGLES","33130","01/01/2019","31/12/2019","1"
"300686","CLIENT","SARL VV33 - VAPOTE MOI BIGANOS","","","Centre Commercial Auchan","","BIGANOS","33380","01/01/2019","31/12/2019","1"
"300690","CLIENT","SARL VV33 - VAPOTE MOI BX LAC","","","Centre Commercial Auchan Lac","","BORDEAUX","33000","01/01/2019","31/12/2019","1"
"300687","CLIENT","SARL VV33 - VAPOTE MOI MERIADECK","","","Centre Commercial Mériadeck","","BORDEAUX","33000","01/01/2019","31/12/2019","1"
"300688","CLIENT","SARL VV33 - VAPOTE MOI MERIGNAC","","","Centre Commercial Mérignac Soleil","","MERIGNAC","33700","08/03/2018","09/03/2019","1"
"300685","CLIENT","SARL VV33 - VAPOTE MOI ST ANDRE CUBZAC","","","Centre Commercial Casino","La Garosse","SAINT ANDRE DE CUBZAC","33240","01/01/2019","31/12/2019","1"
"300684","","SARL VV33 - VAPOTE MOI STE EULALIE","","","Centre Commercial Grand Tour","","SAINT EULALIE","33560","01/01/2019","31/12/2019","1"
"300691","CLIENT","SARL VV33 - VAPOTE MOI VILLENAVE D'ORNON","","","","","","","17/01/2018","16/01/2019","1"
"300689","CLIENT","SARL VV33 - Vapote-moi Bouliac","","","Centre Commercial Auchan Bouliac","","BOULIAC","33270","01/01/2019","31/12/2019","1"
"300337","CLIENT","SARL Wine City Bordeaux-Cite vin latitud","05 56 17 10 43","rdeltil@passionvins.com","","","","","","13/07/2017","7"
"300340","CLIENT","SARL X22 - La Maison du Fleuve","05 56 20 06 40","maison.dufleuve@wanadoo.fr","20 Chemin de Seguin","","CAMBLANES ET MEYNAC","33360","15/02/2018","14/02/2021","1"
"300016","","SARL YAKI YAKI","05 57 67 07 92","wangzengguangfr@gmail.com","","","","","","","1"
"200035","CLIENT","SARL YD ""Le Casier""","05 59 44 89 62","lecasierbayonne@gmail.com","","","","","18/12/2018","17/12/2019","7"
"301218","CLIENT","SARL YS RESTAURATION La Table de Caychac","05 57 65 08 72","yann.serra@gmail.com","2 Rue Edmond Blanc","","BLANQUEFORT","33290","10/12/2018","09/12/2022","13"
"200193","","SARL ZAO BOUTIK (LE PARK)","05 58 72 62 73","adrien.freshculture@gmail.com","49 avenue des Tonneliers","","SOORTS HOSSEGOR","40150","","","2"
"100056","","SARL ZOUAOUINE","06 08 96 82 69","sghaier33@hotmail.fr","257 Rue Pierre Brossolette","","COUTRAS","33230","","","1"
"300354","CLIENT","SARL/SAS O Petit Bistrot","05 56 48 03 42","dupuyantoine82@gmail.com","Le Bourg","41 Avenue du Général de Gaulle","Cadaujac","33140","26/09/2018","25/09/2021","13"
"301230","CLIENT","SARLU GOUBA - VAPTRONIK Lormont","","vaptronik@live.fr","Ccial Quatre Pavillons - Lot 30","","LORMONT","33310","20/11/2018","19/11/2023","12"
"300950","CLIENT","SARLU JASMIN GOURMAND","05 47 33 11 21","slim.benmahmoud@wanadoo.fr","Centre Commercial Les 4 Pavillons","Rue Carnot - Lot N°31","LORMONT","33310","09/05/2018","08/05/2021","6"
"300512","CLIENT","SARLU RB8'SAVEURS - Le Champoreau","05 56 31 96 48","remi@lechamporeau.com","40 Rue Traversanne","","BORDEAUX","33800","31/08/2017","30/08/2020","1"
"300817","NON CLIENT","SARM MCAB - L'ATELIER DES CREPES","","bardal@cc-parthenay.fr","CENTRE COMMERCIAL AUCHAN","250 AVENUE DU 8 MAI 1945","POITIERS","86000","","","1"
"300072","NON CLIENT","SAS 5 FRUITS ET 5 LEGUMES","06.17.77.64.06","blm10@hotmail.fr","29 ou 33 avenue de la republique","","SAINT LOUBES","33450","","","1"
"301298","NON CLIENT","SAS A.L VETEMENTS/V2BAN STYLE","0785167181","brayan64@live.fr","HALLES IRATY","","BIARRITZ","64200","","","5"
"300662","CLIENT","SAS ABEILLE - Bar Brasserie Le Cerey...","05 57 10 72 11","barleserey@hotmail.com","14 Rue Cerey","","BORDEAUX","33200","25/10/2017","24/10/2020","1"
"300381","","SAS ABV PIZZA","","baboux2@clubinternet.fr","","","","","","","1"
"200245","","SAS ACTE 1","0660671787","ringravevirginie@gmail.com","","","BIARRITZ","64200","","","4"
"300998","","SAS ADAM - MANGEZ-MOI","","","125 Bis Cours Victor Hugo","","BORDEAUX","33000","19/06/2018","18/06/2022","1"
"300893","CLIENT","SAS ADEL - FULL MOON - AMIRA Mohsen","","","Rue des satellites","","LE HAILLAN","33185","","","1"
"100188","","SAS ADNN "" BORDEAUX & RUGBY","","pdrivet@patimmo.com","","","","","","","1"
"300418","","SAS ADV 287 - LES LOGES","","contact@lesloges-bordeaux.com","287 Boulevard Alfred Daney","","BORDEAUX","33300","","","1"
"301116","CLIENT","SAS AJ DIFFUSION - Papaye&Goy. Lormont","","jcalon@icloud.com","CENTRE COMMERCIAL CARREFOUR LORMONT","","LORMONT","33310","22/05/2018","","1"
"301117","CLIENT","SAS AJ DIFFUSION - Papaye&Goy. Meriadeck","","jcalon@icloud.com","CENTRE COMMERCIAL MERIADECK","","BORDEAUX","33000","10/09/2018","","1"
"300954","CLIENT","SAS AJ DIFFUSION-Papaye&Goyave T. Purpan","","jcalon@icloud.com","Centre Commercial Auchan","","TOULOUSE","31000","","31/01/2019","1"
"300968","ANCIEN CLIENT","SAS AK WINE/ Le salon Bordelais","","contact@lesalonbordelais.fr","19 Rue de Marengo","","BORDEAUX","33000","11/06/2018","","6"
"301083","NON CLIENT","SAS AKIBA FOOD","","","23 PLACE DE LA FERME DE RICHEMONT","","BORDEAUX","33000","","","1"
"300390","","SAS ALYAM - RESTAURANT LE FER A CHEVAL","05 56 54 10 27","restaurantleferacheval@gmail.com","Hippodrome de La Teste","785 Route de Cazaux","LA TESTE DE BUCH","33260","","","1"
"301255","CLIENT","SAS ARCA PINEA - French Coffee Shop","","samanah.carol@gmail.com","232 Boulevard de la Plage","","ARCACHON","33120","06/12/2018","05/12/2021","12"
"300945","CLIENT","SAS ART THAI - PITAYA NANTES","","touatijamel37@gmail.com","23 Rue des Carmes","","NANTES","44000","10/04/2018","09/04/2021","1"
"300926","CLIENT","SAS ART THAI 2 LIONS - PITAYA TOURS 2","","","Centre Commercial L'Heure Tranquille","59 Avenue Marcel Mérieux","TOURS","37200","16/03/2018","15/03/2019","1"
"300405","","SAS AU JARDIN CATALAN","05 56 97 42 71","sarlaujardincatalan@orange.fr","2 Rue Jean Mazaryck","","MERIGNAC","33700","","31/08/2017","7"
"300194","","SAS AU PALAIS INDIEN","05.56.77.15.28","aupalaisindien@hotmail.fr","67 rue paul louis lande","","BORDEAUX","33000","","","2"
"300170","CLIENT","SAS AUTOUR DU GRILL","","maeva200@me.com","7 Chêne de Ferrette","","LARUSCADE","33620","27/09/2018","26/09/2021","1"
"300861","NON CLIENT","SAS AYCK1 - PITAYA LA ROCHELLE","","aymerick.decaslou@gmail.com","48 RUE SAINT JEAN DU PEROT","","LA ROCHELLE","17000","","","1"
"300940","CLIENT","SAS AZENAY - L'Atelier Café-Restaurant","","alexamanya2a@gmail.com","7 cours Evrard de Fayolle","","BORDEAUX","33300","09/04/2018","","4"
"300840","","SAS BARGER - Barger Burger"," 05 57 91 41 53","contact@bargerburger.fr","20 Allée des Pruniers","","BEGLES","33130","13/03/2018","12/03/2022","4"
"200175","","SAS BDF ""BAR DU FRONTON""","","lebdf64@gmail.com","","","","","","","7"
"300933","CLIENT","SAS BDP - Boulangerie Monsieur Max","","h.godoy@numericable.fr","14 Chemin des Barthes","","BAYONNE","64100","26/06/2018","25/06/2019","7"
"301010","CLIENT","SAS BERGEZ CASALOU FOOD SHOP EXPORT","","f.bergezcasalou@free.fr","61 Avenue de la République","","SAINT LOUBES","33450","27/08/2018","26/08/2021","6"
"100176","","SAS BGL MACM ""BRASSERIE DE LA GARE""","","blg@outlook.fr","","","","","","","1"
"300589","NON CLIENT","SAS BISTROT DU BOULANGER","05 58 82 30 74","","126 Route de Bordeaux","","BISCARROSSE","40600","26/06/2017","25/06/2021","7"
"200212","","SAS BONPORT ''BAI&B""","","","RUE GAMBETTA","","Biarritz","64200","","","7"
"301333","","SAS BOUHRIN - FRANCHISE LA CACAOTERIE","","","225 RUE JUDAIQUE","","BORDEAUX","33000","","","1"
"300151","CLIENT","SAS BRC - La Bodeguita","05 57 59 80 13","","49 rue saint rémi","","BORDEAUX","33000","","05/04/2017","2"
"301188","","SAS BURGERPIX - SLIMFREDDY'S","","","6 Rue Diamant","","LE HAILLAN","33185","","","1"
"100155","ANCIEN CLIENT","SAS BURNEL ""LE RESTAURANT DE LA GARE""","","nicolas.burnel@gmail.com","Gare d'Espiet","","ESPIET","33420","","13/08/2014","1"
"300427","","SAS CANIDEV - PATOON FARGUES ST HILAIRE","","","ALLEE DE BOIS MENU","","FARGUES SAINT HILAIRE","33370","","","1"
"300428","CLIENT","SAS CANIDEV - PATOON LE HAILLAN","","","265 Avenue Pasteur","","LE HAILLAN","33185","28/10/2016","27/10/2019","1"
"300429","","SAS CANIDEV - PATOON ST ANDRE DE CUBZAC","","","AVENUE DE L EUROPE","","SAINT ANDRE DE CUBZAC","33240","04/11/2016","03/11/2019","1"
"301027","","SAS CANOES LOISIRS AVENTURE","0675384243","sebastiencamin@wanadoo.fr","38 Bdv Hippolyte Sintas","","DAX","40100","","","5"
"300509","NON CLIENT","SAS CAP DE BOS PRIMEURS","","capdebosprimeurs@gmail.com","","","","","","","1"
"300500","","SAS CARCABUENO - Aux guides baigneurs","09 53 89 90 88","sandysaintleger@gmail.com","Quai de la Grande Plage","","BIARRITZ","64200","04/05/2017","03/05/2019","7"
"301042","","SAS CASA GAIA","0661954538","contact@casagaia.fr","16 BIS RUE LATOUR","","BORDEAUX","33000","","","4"
"200303","","SAS CC64 ""Double Agent""","","caroline.crj@orange.fr","21 Rue Victor Hugo","","BAYONNE","64100","","09/05/2018","7"
"300352","","SAS CDH","","freedom643@hotmail.com","Zone des templiers","","BIARRITZ","64200","16/06/2016","15/06/2019","7"
"301164","NON CLIENT","SAS CEGA / DUPLEX","","","24 Avenue Edouard vii","","BIARRITZ","64200","","",""
"300658","","SAS CHAMPI","","matthieuchampi@msn.com","3 Rue de Livron","","PAU","64000","","","7"
"301310","NON CLIENT","SAS CHARLY PAOBOU/LA MAISON DE LA VIANDE","0558977876","","130 Route des Pyrénées","","NARROSSE","40180","","","5"
"301062","CLIENT","SAS CHEZ GEORGES","","lacabaneapizza40200@gmail.com","6 Rue du Casino","","MIMIZAN","40200","18/07/2018","17/07/2022","5"
"300358","","SAS CHEZ LOULOU","","chezloulou40@gmail.com","Avenue des Chevrefeuilles","","Hossegor","40150","","","7"
"300538","","SAS CHIARAP - iVAPOTE","","","18 PLACE MONTESQUIEU","","LA BREDE","33650","","","1"
"300423","","SAS CIPRIANO - Les saveurs de l'Abbaye","05 57 34 33 69","lessaveursde labbaye@gmail.com","6 Rue Saint Jean","","CREONS","33670","","01/11/2017","12"
"300397","CLIENT","SAS CORPORE SANO ""Kitchen Garden""","","hovannes.baroudjian@gmail.com","22 Rue Sainte Colombe","","BORDEAUX","33000","11/08/2016","10/05/2019","7"
"300441","","SAS COTRERA 33 - EPIC FONTAINES VIEILLES","","superettefontainevieille@sfr.fr","Camping Fontaines Vieilles","","ANDERNOS","33510","","","1"
"301004","CLIENT","SAS DARROZE AND CO - Restaurant Adele","","adele@darroze.com","1 Château Malromé","","SAINT ANDRE DU BOIS","33490","08/06/2018","07/06/2021","1"
"300549","CLIENT","SAS DE L'ART ET DU COCHON","05 57 50 18 67","chantal.beaussoleil@sfr.fr","2 Lieu Dit Thillet","","ST CHRISTOPHES DES BARDES","33330","13/06/2017","12/06/2020","1"
"200318","CLIENT","SAS DIECI ""Bar Le Central""","05 59 59 52 45","","11 Rue Port-Neuf","","BAYONNE","64100","27/03/2017","26/03/2021","7"
"300259","CLIENT","SAS DKLE","","dklefab@gmail.com","62 RUE DE LA CROIX BLANCHE","","BORDEAUX","33000","","13/01/2017","7"
"301232","NON CLIENT","SAS DL/OBAG STORE","0559472426","davidlabeyrie@yahoo.fr","3 Rue Loquin","","SAINT JEAN DE LUZ","64500","","","5"
"300868","CLIENT","SAS DNV RESTAURATION - Holding Edwood","05 56 30 34 06","dupuy.compta@gmail.com>","","","","","","07/01/2019","1"
"200178","CLIENT","SAS DOLPHIN ""Restaurant L'Antre""","05 59 47 78 92","lsagnard@hotmail.com","6 Avenue de la Grande Plage","","BIDART","64210","13/06/2018","12/06/2022","7"
"300902","CLIENT","SAS E2M - Bistro Regent Creon","","","Route de la Sauve","Rond-Point de l’entre Deux Mers","CREONS","33670","12/04/2018","11/04/2019","1"
"200300","","SAS EGURA  - Rest. Golf de la Nivelle","05 59 47 18 99","aitorbarainca@gmail.com","Place William Sharp","","CIBOURE","64500","","05/02/2018","4"
"301319","CLIENT","SAS EL BAHJA 2 - Mhamed Sellah","","","Cours Victor Hugo","","BORDEAUX","33000","","","1"
"300593","","SAS EL JOKO","","manonlegall91120@gmail.com","78 Avenue Maréchal Soult","","BAYONNE","64100","","","7"
"300588","CLIENT","SAS ELCOYA ""Chez Freddo""","05 56 53 46 96","kerteszy@yahoo.fr","3 Rue du Général de Gaulle","","Saint Laurent du Médoc","33112","06/11/2017","05/11/2021","7"
"301096","","SAS ERP - SWEET LIGHT","05 35 54 44 64","contact@sweet-light.fr","4 Rue du Mirail","","BORDEAUX","33000","","","12"
"300923","CLIENT","SAS ESSENCE CIEL","05 58 04 73 80","saciel@hotmail.fr","4 avenue de la cote d'argent","","MIMIZAN","40200","15/05/2018","14/05/2022","5"
"300117","","SAS FACEBOOF","07.88.56.57.21","kestarive@hotmail.fr","28 rue du mirail","","BORDEAUX","33000","","","2"
"301288","CLIENT","SAS FCP GOURMETS - LE CERCLE","","f.pricart@orange.fr","11 Place Montesquieu","","LA BREDE","33650","","","1"
"200136","","SAS FDS ""BELHARRA CAFE""","05 58 42 59 22","vero.hamon.073@orange.fr","","","","","","","7"
"300626","","SAS FESTIVAL","","","122 Cours du Marechal Juin","","BORDEAUX","33000","","","1"
"301211","CLIENT","SAS FLOBERT - Itsaski","","daubabertrand@gmail.com","Quai Amiral Jauregueberry","","BAYONNE","64100","17/12/2018","16/12/2022","5"
"300625","CLIENT","SAS GBSG - Boutique Adelaide","09 86 28 45 85","sasgbsg@gmail.com","1 Rue des Lauriers","","BORDEAUX","33000","","21/11/2018","1"
"200138","","SAS GIN BERRY '' COTES ET BRAISES''","","","","","","","","","7"
"301330","NON CLIENT","SAS GOURMET","0680013691","gourmetbp@hotmail.com","35 avenue de Saxe","","PARIS","75007","","","5"
"300592","","SAS GRAP - Domaines des grands lacs","05 58 78 88 62","direction@grands-lacs-resort.com","380 Route Téophile Gaitier","","PARENTIS EN BORN","40160","05/07/2017","","1"
"200356","CLIENT","SAS GUBIAK - Boutique Yaya","05 35 39 71 57","frederic.picciolli@icloud.com","12 Rue de la Salie","","BAYONNE","64100","05/03/2018","04/03/2021","7"
"300015","","SAS GUEVARA HERMANOS","","","77 Avenue Maréchal de Lattre de Tassigny","","VILLENAVE D'ORNON","33140","","","1"
"200149","","SAS HALLES IN","06 79 17 91 51","","20 Avenue Victor Hugo","","Biarritz","64200","","","7"
"301129","CLIENT","SAS HIELO-ICE - Le Saint Georges","","sarl4b@hotmail.com","1 Place Camille Julian","","BORDEAUX","33000","07/01/2019","06/01/2022","7"
"300888","CLIENT","SAS HUZUR - Chez Memo","","sashuzur@hotmail.com","21/23 Cours Victor Hugo","","BORDEAUX","33000","01/03/2018","28/02/2021","6"
"300705","NON CLIENT","SAS ICI ARGENTINE LE RESTAURANT","","mariejose.traversi@gmail.com","21 RUE DES BAHUTIERS","","BORDEAUX","33000","","","1"
"301026","CLIENT","SAS IL PESCATORE","","ilpescatore33@gmail.com","3 Place de l'Eglise","","BLANQUEFORT","33290","15/06/2018","14/06/2019","4"
"200191","","SAS ITSASOA - bar resto l'ocean","","enesaiomai@hotmail.fr","","","","","","","7"
"300760","CLIENT","SAS JBJ LIBOURNE - Jeux Barjo","","libourne@jeuxbarjo.com","60 - 62 Rue Fonneuve","","LIBOURNE","33500","17/04/2018","","1"
"300125","CLIENT","SAS JCA ""Le bistro des globes trotteurs""","06.44.74.05.72","jc99dcx@gmail.com","32 Rue de Cursol","","BORDEAUX","33000","04/09/2017","03/09/2020","2"
"300856","","SAS JORLIA - Julia Deigat","","deigat-julia@bbox.fr","Quartier Camille Julian","","BORDEAUX","33000","","","1"
"300958","CLIENT","SAS JOUCO - Chez Max","05 56 51 97 30","max.marie33620@gmail.com","10/12 rue Serge Noailles","","SAINT MEDARD EN JALLES","33160","15/06/2018","14/06/2022","4"
"300547","","SAS KANOU - AU PETIT PALAIS","06 66 51 25 20","aupetitpalais@yahoo.fr","16 RUE JEAN BURGUET","","BORDEAUX","33000","","","1"
"300738","NON CLIENT","SAS KARPALE - Pressing du coin","09 86 11 46 15","saskarpale@gmail.com","8 bis St Martin de Fontenat","","BIGANOS","33380","","","1"
"300604","CLIENT","SAS KING KOSS - VAPOTE MOI","","bkoss2@hotmail.com","","","","","","14/09/2018","1"
"300673","","SAS KURMA","","kurmacreation@gmail.com","91 Cours du Général Leclerc","","LANGON","33210","","19/11/2018","5"
"300275","","SAS L'ART COFFEE","","contact@lartcoffee.fr","","","","","","23/03/2017","7"
